customerid,recency,frequency,monetary_value,unique_products,first_purchase,last_purchase,avg_order_value,max_order_value,customer_lifetime_days,r_score,f_score,m_score,rfm_score,customer_segment
16570,15,10,3738.4,68,2011-02-01 10:37:00,2011-11-24 17:02:00,373.84,709.63,297,4,5,5,14,Champions
16571,27,3,1421.69,73,2011-03-03 09:41:00,2011-11-13 11:46:00,473.8966666666667,524.9,256,4,4,4,12,Champions
16572,127,3,1009.6,40,2011-03-09 12:04:00,2011-08-04 16:34:00,336.5333333333333,367.32,149,2,4,4,10,At-Risk High-Value
16573,85,2,663.61,40,2011-02-22 15:14:00,2011-09-16 09:13:00,331.805,370.98,206,2,3,3,8,At Risk
16574,71,1,451.44,28,2011-09-29 13:39:00,2011-09-29 13:39:00,451.44,451.44,1,3,2,2,7,Needs Attention
16581,183,1,105.84,9,2011-06-10 10:05:00,2011-06-10 10:05:00,105.84,105.84,1,1,2,1,4,Inactive/Low Engagement
16582,113,1,313.62,6,2011-08-18 17:02:00,2011-08-18 17:02:00,313.62,313.62,1,2,2,2,6,Inactive/Low Engagement
16583,374,1,233.45,14,2010-12-01 12:03:00,2010-12-01 12:03:00,233.45,233.45,1,1,2,1,4,Inactive/Low Engagement
16584,80,2,936.08,25,2011-03-30 13:14:00,2011-09-20 13:45:00,468.04,611.94,175,2,3,3,8,At Risk
16586,249,1,463.95,8,2011-04-05 09:32:00,2011-04-05 09:32:00,463.95,463.95,1,1,2,2,5,Inactive/Low Engagement
16587,232,1,225.15,13,2011-04-21 15:51:00,2011-04-21 15:51:00,225.15,225.15,1,1,2,1,4,Inactive/Low Engagement
16589,71,3,459.24,31,2011-07-01 13:31:00,2011-09-29 14:50:00,153.08,244.56,91,3,4,2,9,Needs Attention
16591,69,1,213.5,10,2011-10-02 10:43:00,2011-10-02 10:43:00,213.5,213.5,1,3,2,1,6,Needs Attention
16592,4,16,4113.68,142,2011-02-25 10:19:00,2011-12-05 13:49:00,257.105,918.1600000000001,284,5,5,5,15,Champions
16593,51,3,330.03,24,2011-01-16 12:11:00,2011-10-20 12:41:00,110.00999999999999,185.9,278,3,4,2,9,Needs Attention
16594,75,1,181.09,53,2011-09-25 14:08:00,2011-09-25 14:08:00,181.09,181.09,1,2,2,1,5,Inactive/Low Engagement
16595,61,1,360.16,83,2011-10-09 13:15:00,2011-10-09 13:15:00,360.16,360.16,1,3,2,2,7,Needs Attention
16596,16,2,250.15,12,2010-12-08 16:18:00,2011-11-24 10:02:00,125.075,129.5,351,4,3,1,8,Loyal Customers
16597,4,1,90.04,7,2011-12-05 15:44:00,2011-12-05 15:44:00,90.04,90.04,1,5,2,1,8,New/Potential Customers
16598,286,1,145.04999999999998,10,2011-02-27 11:42:00,2011-02-27 11:42:00,145.04999999999998,145.04999999999998,1,1,2,1,4,Inactive/Low Engagement
16600,4,6,813.52,50,2011-01-05 12:13:00,2011-12-05 16:00:00,135.58666666666667,240.32,335,5,5,3,13,Loyal Customers
16601,41,1,244.79999999999998,29,2011-10-30 11:09:00,2011-10-30 11:09:00,244.79999999999998,244.79999999999998,1,3,2,1,6,Needs Attention
16602,36,1,528.08,29,2011-11-03 15:54:00,2011-11-03 15:54:00,528.08,528.08,1,3,2,3,8,Needs Attention
16603,75,2,482.47,34,2011-09-09 13:02:00,2011-09-26 10:06:00,241.235,296.62,17,2,3,2,7,At Risk
16607,18,14,3347.71,140,2010-12-16 08:41:00,2011-11-22 10:24:00,239.12214285714285,421.7,342,4,5,5,14,Champions
16609,15,7,5493.46,155,2011-04-01 10:11:00,2011-11-24 13:32:00,784.78,1463.64,238,4,5,5,14,Champions
16610,219,1,75.66,6,2011-05-04 13:13:00,2011-05-04 13:13:00,75.66,75.66,1,1,2,1,4,Inactive/Low Engagement
16611,186,1,129.49,9,2011-06-06 15:46:00,2011-06-06 15:46:00,129.49,129.49,1,1,2,1,4,Inactive/Low Engagement
16612,33,4,1187.66,48,2011-02-01 10:38:00,2011-11-07 07:38:00,296.915,428.85,279,3,4,4,11,Needs Attention
16613,70,1,618.59,30,2011-09-30 15:52:00,2011-09-30 15:52:00,618.59,618.59,1,3,2,3,8,Needs Attention
16614,183,1,506.19,26,2011-06-10 11:36:00,2011-06-10 11:36:00,506.19,506.19,1,1,2,3,6,Inactive/Low Engagement
16616,15,2,500.42,31,2011-07-05 13:38:00,2011-11-24 16:31:00,250.21,290.32,143,4,3,3,10,Loyal Customers
16617,236,1,151.85,5,2011-04-18 10:35:00,2011-04-18 10:35:00,151.85,151.85,1,1,2,1,4,Inactive/Low Engagement
16618,31,5,2647.59,79,2011-01-21 11:55:00,2011-11-08 13:52:00,529.518,1206.3,292,4,4,5,13,Champions
16619,264,1,226.21,14,2011-03-21 08:18:00,2011-03-21 08:18:00,226.21,226.21,1,1,2,1,4,Inactive/Low Engagement
16620,4,2,178.96,9,2011-03-24 10:37:00,2011-12-06 12:19:00,89.47999999999999,95.75999999999999,258,5,3,1,9,Loyal Customers
16621,52,4,813.48,22,2011-03-07 11:32:00,2011-10-19 11:38:00,203.37,327.85,227,3,4,3,10,Needs Attention
16623,246,1,129.45,5,2011-04-08 10:09:00,2011-04-08 10:09:00,129.45,129.45,1,1,2,1,4,Inactive/Low Engagement
16624,81,2,810.5699999999999,44,2011-05-26 14:20:00,2011-09-20 12:39:00,405.28499999999997,426.43,117,2,3,3,8,At Risk
16625,275,1,333.08,23,2011-03-10 12:50:00,2011-03-10 12:50:00,333.08,333.08,1,1,2,2,5,Inactive/Low Engagement
16626,1,17,4413.1,86,2011-03-18 12:27:00,2011-12-09 11:56:00,259.59411764705885,795.75,266,5,5,5,15,Champions
16627,79,1,322.8,20,2011-09-21 14:38:00,2011-09-21 14:38:00,322.8,322.8,1,2,2,2,6,Inactive/Low Engagement
16628,30,5,2188.05,79,2011-04-19 08:55:00,2011-11-10 12:45:00,437.61,568.21,206,4,4,5,13,Champions
16629,74,2,417.73,58,2011-09-04 16:12:00,2011-09-27 10:34:00,208.865,236.78,23,2,3,2,7,At Risk
16633,17,6,2883.1,115,2011-04-19 14:36:00,2011-11-22 13:41:00,480.51666666666665,726.16,217,4,5,5,14,Champions
16634,223,2,217.9,9,2010-12-02 17:41:00,2011-05-01 12:09:00,108.95,164.8,150,1,3,1,5,At Risk
16637,32,4,1154.47,66,2011-04-28 10:20:00,2011-11-07 13:17:00,288.6175,332.38,194,4,4,4,12,Champions
16638,23,10,1680.72,92,2010-12-06 10:19:00,2011-11-17 11:09:00,168.072,528.27,347,4,5,4,13,Champions
16639,31,3,1257.51,48,2011-04-18 09:31:00,2011-11-08 13:20:00,419.1700000000001,786.36,205,4,4,4,12,Champions
16641,106,1,231.10000000000002,12,2011-08-26 12:49:00,2011-08-26 12:49:00,231.10000000000002,231.10000000000002,1,2,2,1,5,Inactive/Low Engagement
16642,5,2,688.33,32,2011-05-16 12:35:00,2011-12-05 11:31:00,344.165,380.6,203,5,3,3,11,Loyal Customers
16643,246,1,487.51,27,2011-04-08 08:24:00,2011-04-08 08:24:00,487.51,487.51,1,1,2,2,5,Inactive/Low Engagement
16644,178,2,833.78,62,2011-05-11 12:53:00,2011-06-15 12:39:00,416.89,722.41,35,2,3,3,8,At Risk
16647,170,2,214.06,12,2011-05-19 09:31:00,2011-06-23 11:47:00,107.03,127.75,36,2,3,1,6,At Risk
16648,43,1,290.65999999999997,19,2011-10-28 08:58:00,2011-10-28 08:58:00,290.65999999999997,290.65999999999997,1,3,2,2,7,Needs Attention
16650,72,1,518.42,24,2011-09-29 09:51:00,2011-09-29 09:51:00,518.42,518.42,1,2,2,3,7,Inactive/Low Engagement
16652,59,7,6773.97,74,2011-03-11 13:13:00,2011-10-12 09:38:00,967.71,2159.3,215,3,5,5,13,Needs Attention
16653,16,2,1212.66,67,2011-09-29 13:38:00,2011-11-23 14:51:00,606.3299999999999,1117.86,56,4,3,4,11,Loyal Customers
16654,141,4,601.27,29,2010-12-06 15:09:00,2011-07-21 15:23:00,150.3175,274.45,228,2,4,3,9,At Risk
16655,18,6,3794.52,208,2011-01-12 10:16:00,2011-11-22 11:25:00,632.42,1042.31,315,4,5,5,14,Champions
16656,22,15,8625.8,14,2010-12-10 11:23:00,2011-11-17 14:43:00,575.0533333333333,1093.44,343,4,5,5,14,Champions
16657,10,4,933.62,158,2011-03-30 12:02:00,2011-11-30 11:48:00,233.405,258.24,245,5,4,3,12,Loyal Customers
16658,368,1,123.24,8,2010-12-06 13:47:00,2010-12-06 13:47:00,123.24,123.24,1,1,2,1,4,Inactive/Low Engagement
16659,189,1,39.12,2,2011-06-03 15:03:00,2011-06-03 15:03:00,39.12,39.12,1,1,2,1,4,Inactive/Low Engagement
16660,16,4,1267.6499999999999,16,2011-01-24 12:44:00,2011-11-23 14:53:00,316.91249999999997,457.2,304,4,4,4,12,Champions
16665,362,1,135.39999999999998,9,2010-12-12 14:03:00,2010-12-12 14:03:00,135.39999999999998,135.39999999999998,1,1,2,1,4,Inactive/Low Engagement
16666,19,1,118.98,32,2011-11-20 14:01:00,2011-11-20 14:01:00,118.98,118.98,1,4,2,1,7,New/Potential Customers
16667,68,2,570.13,52,2011-02-28 12:57:00,2011-10-02 15:26:00,285.065,366.78,217,3,3,3,9,Needs Attention
16668,15,6,306.71999999999997,9,2011-02-28 12:46:00,2011-11-24 17:43:00,51.12,74.16,270,4,5,2,11,Loyal Customers
16669,24,3,1374.8700000000001,141,2011-09-22 14:13:00,2011-11-16 12:26:00,458.28999999999996,729.09,55,4,4,4,12,Champions
16670,17,11,4095.9,179,2010-12-16 10:30:00,2011-11-23 09:34:00,372.3545454545455,691.21,342,4,5,5,14,Champions
16671,28,3,1692.27,3,2011-06-28 11:20:00,2011-11-11 13:40:00,564.09,1382.88,137,4,4,4,12,Champions
16672,2,20,8134.9400000000005,22,2011-03-18 10:15:00,2011-12-07 16:29:00,406.747,1175.44,265,5,5,5,15,Champions
16674,55,2,319.61,89,2011-09-02 13:59:00,2011-10-16 11:31:00,159.805,197.41,44,3,3,2,8,Needs Attention
16676,34,4,1592.1200000000001,75,2011-01-06 13:00:00,2011-11-06 12:01:00,398.03,493.62,304,3,4,4,11,Needs Attention
16678,3,12,3109.99,92,2011-03-02 09:24:00,2011-12-07 12:17:00,259.16583333333335,326.75,281,5,5,5,15,Champions
16679,366,1,129.75,3,2010-12-08 13:51:00,2010-12-08 13:51:00,129.75,129.75,1,1,2,1,4,Inactive/Low Engagement
16680,43,1,183.7,10,2011-10-27 17:35:00,2011-10-27 17:35:00,183.7,183.7,1,3,2,1,6,Needs Attention
16681,73,6,1770.34,18,2011-03-31 13:46:00,2011-09-28 11:11:00,295.0566666666667,456.84,181,2,5,4,11,At-Risk High-Value
16682,5,5,1028.0,15,2011-06-05 11:02:00,2011-12-05 12:13:00,205.6,525.5,184,5,4,4,13,Champions
16684,4,28,66653.56,119,2010-12-16 17:34:00,2011-12-05 14:06:00,2380.4842857142858,13760.02,354,5,5,5,15,Champions
16685,61,2,324.24,60,2011-10-09 13:44:00,2011-10-09 13:58:00,162.12,241.74,1,3,3,2,8,Needs Attention
16686,47,7,3062.83,406,2010-12-19 14:41:00,2011-10-23 13:49:00,437.54714285714283,835.95,308,3,5,5,13,Needs Attention
16688,1,4,1260.86,52,2011-10-10 12:23:00,2011-12-08 15:24:00,315.215,647.77,60,5,4,4,13,Champions
16689,76,2,422.59999999999997,12,2011-09-18 13:29:00,2011-09-25 11:39:00,211.3,294.16,7,2,3,2,7,At Risk
16690,72,2,225.57999999999998,10,2011-05-22 10:53:00,2011-09-28 15:02:00,112.78999999999999,139.07999999999998,130,2,3,1,6,At Risk
16692,256,2,1276.0,2,2011-02-23 15:41:00,2011-03-28 14:46:00,638.0,1267.5,33,1,3,4,8,At-Risk High-Value
16693,69,2,482.01,58,2011-03-13 11:06:00,2011-10-02 11:10:00,241.005,324.45,204,3,3,2,8,Needs Attention
16696,135,4,657.9000000000001,7,2011-04-05 15:20:00,2011-07-27 14:23:00,164.47500000000002,404.70000000000005,113,2,4,3,9,At Risk
16697,241,1,112.75,20,2011-04-12 17:12:00,2011-04-12 17:12:00,112.75,112.75,1,1,2,1,4,Inactive/Low Engagement
16698,227,2,1998.0,4,2011-03-31 13:33:00,2011-04-27 10:52:00,999.0,1182.0,27,1,3,4,8,At-Risk High-Value
16700,9,13,5076.55,159,2010-12-08 16:34:00,2011-12-01 11:00:00,390.50384615384615,508.36,358,5,5,5,15,Champions
16701,9,13,5398.3,99,2010-12-13 11:51:00,2011-12-01 11:10:00,415.25384615384615,1080.65,353,5,5,5,15,Champions
16705,1,20,14034.99,133,2010-12-16 10:51:00,2011-12-09 12:08:00,701.7495000000001,2489.11,359,5,5,5,15,Champions
16706,37,3,531.35,108,2011-08-17 15:53:00,2011-11-02 13:50:00,177.11666666666665,291.53,77,3,4,3,10,Needs Attention
16708,46,1,656.63,27,2011-10-25 12:20:00,2011-10-25 12:20:00,656.63,656.63,1,3,2,3,8,Needs Attention
16709,85,5,3029.87,64,2011-03-03 10:55:00,2011-09-16 10:56:00,605.9739999999999,1120.53,198,2,4,5,11,At-Risk High-Value
16710,19,10,2483.04,268,2010-12-06 13:13:00,2011-11-20 14:50:00,248.304,423.3,350,4,5,5,14,Champions
16711,3,5,1651.03,18,2010-12-17 12:43:00,2011-12-06 16:32:00,330.206,445.56,355,5,4,4,13,Champions
16712,9,11,3645.43,259,2011-03-08 15:07:00,2011-11-30 13:48:00,331.40272727272725,510.4,267,5,5,5,15,Champions
16713,19,15,6923.13,338,2010-12-08 13:01:00,2011-11-21 12:36:00,461.54200000000003,1115.52,348,4,5,5,14,Champions
16714,219,3,1161.53,77,2011-01-26 13:40:00,2011-05-05 11:09:00,387.1766666666667,1136.58,99,1,4,4,9,At-Risk High-Value
16715,78,1,301.71999999999997,19,2011-09-22 18:15:00,2011-09-22 18:15:00,301.71999999999997,301.71999999999997,1,2,2,2,6,Inactive/Low Engagement
16716,267,2,901.2,1,2011-02-01 15:35:00,2011-03-18 10:03:00,450.6,734.4000000000001,45,1,3,3,7,At Risk
16717,24,6,3858.38,176,2010-12-08 16:48:00,2011-11-16 12:16:00,643.0633333333334,1995.56,343,4,5,5,14,Champions
16718,369,1,623.75,41,2010-12-05 13:03:00,2010-12-05 13:03:00,623.75,623.75,1,1,2,3,6,Inactive/Low Engagement
16719,15,7,1790.42,107,2010-12-06 12:06:00,2011-11-25 09:27:00,255.77428571428572,430.73,354,4,5,4,13,Champions
16720,26,1,155.24,25,2011-11-13 16:22:00,2011-11-13 16:22:00,155.24,155.24,1,4,2,1,7,New/Potential Customers
16721,262,1,292.47,37,2011-03-22 16:08:00,2011-03-22 16:08:00,292.47,292.47,1,1,2,2,5,Inactive/Low Engagement
16722,17,13,4730.81,96,2010-12-06 12:59:00,2011-11-22 13:28:00,363.9084615384615,480.68,352,4,5,5,14,Champions
16723,91,2,589.15,37,2011-08-24 11:31:00,2011-09-09 13:01:00,294.575,424.15,17,2,3,3,8,At Risk
16725,302,7,781.02,110,2010-12-03 16:02:00,2011-02-10 16:52:00,111.57428571428571,203.6,70,1,5,3,9,At Risk
16726,26,5,1382.02,121,2010-12-13 13:28:00,2011-11-13 14:53:00,276.404,586.83,336,4,4,4,12,Champions
16727,364,1,272.82,41,2010-12-10 13:48:00,2010-12-10 13:48:00,272.82,272.82,1,1,2,2,5,Inactive/Low Engagement
16728,46,4,1054.67,218,2011-03-20 13:28:00,2011-10-24 14:36:00,263.6675,504.67,219,3,4,4,11,Needs Attention
16729,38,21,7239.92,234,2011-04-12 14:22:00,2011-11-01 14:29:00,344.7580952380952,604.73,204,3,5,5,13,Needs Attention
16730,52,3,743.11,75,2011-01-24 14:01:00,2011-10-18 14:11:00,247.70333333333335,293.92,268,3,4,3,10,Needs Attention
16732,32,1,603.75,28,2011-11-08 09:54:00,2011-11-08 09:54:00,603.75,603.75,1,4,2,3,9,New/Potential Customers
16734,52,3,650.51,44,2011-08-17 15:00:00,2011-10-18 13:44:00,216.83666666666667,344.35,62,3,4,3,10,Needs Attention
16735,79,5,2300.56,88,2011-01-09 12:53:00,2011-09-22 11:49:00,460.11199999999997,770.9300000000001,256,2,4,5,11,At-Risk High-Value
16737,53,1,417.59999999999997,1,2011-10-17 13:03:00,2011-10-17 13:03:00,417.59999999999997,417.59999999999997,1,3,2,2,7,Needs Attention
16738,298,1,3.75,1,2011-02-15 09:46:00,2011-02-15 09:46:00,3.75,3.75,1,1,2,1,4,Inactive/Low Engagement
16739,177,1,323.0,13,2011-06-16 09:17:00,2011-06-16 09:17:00,323.0,323.0,1,2,2,2,6,Inactive/Low Engagement
16742,47,1,464.9,1,2011-10-24 12:02:00,2011-10-24 12:02:00,464.9,464.9,1,3,2,2,7,Needs Attention
16743,29,7,2238.09,89,2010-12-16 12:15:00,2011-11-10 13:13:00,319.7271428571429,430.28000000000003,330,4,5,5,14,Champions
16744,11,7,1304.76,198,2011-06-19 15:13:00,2011-11-28 13:06:00,186.39428571428567,283.0,162,5,5,4,14,Champions
16745,87,17,7194.3,148,2011-02-01 11:31:00,2011-09-14 11:58:00,423.1941176470588,821.6,226,2,5,5,12,At-Risk High-Value
16746,5,18,6697.66,234,2010-12-16 11:43:00,2011-12-05 12:33:00,372.09222222222223,587.3,355,5,5,5,15,Champions
16747,38,2,836.06,34,2011-10-03 10:18:00,2011-11-02 11:37:00,418.03,480.2,31,3,3,3,9,Needs Attention
16748,18,5,1515.9,42,2011-01-09 13:50:00,2011-11-22 10:17:00,303.18,479.0,317,4,4,4,12,Champions
16750,45,5,623.93,74,2011-04-21 16:53:00,2011-10-26 12:48:00,124.78599999999999,199.04,188,3,4,3,10,Needs Attention
16751,31,1,1764.72,24,2011-11-09 10:48:00,2011-11-09 10:48:00,1764.72,1764.72,1,4,2,4,10,Recent High-Value
16752,373,1,207.5,9,2010-12-02 12:18:00,2010-12-02 12:18:00,207.5,207.5,1,1,2,1,4,Inactive/Low Engagement
16753,58,1,223.92000000000002,34,2011-10-12 13:14:00,2011-10-12 13:14:00,223.92000000000002,223.92000000000002,1,3,2,1,6,Needs Attention
16754,372,1,2002.4,2,2010-12-02 17:38:00,2010-12-02 17:38:00,2002.4,2002.4,1,1,2,4,7,At-Risk High-Value
16755,114,3,1496.83,133,2011-01-28 10:47:00,2011-08-17 13:21:00,498.9433333333333,592.41,202,2,4,4,10,At-Risk High-Value
16756,215,1,239.4,13,2011-05-09 09:33:00,2011-05-09 09:33:00,239.4,239.4,1,1,2,1,4,Inactive/Low Engagement
16757,319,1,106.83000000000001,7,2011-01-25 11:59:00,2011-01-25 11:59:00,106.83000000000001,106.83000000000001,1,1,2,1,4,Inactive/Low Engagement
16758,65,1,369.34000000000003,22,2011-10-05 14:47:00,2011-10-05 14:47:00,369.34000000000003,369.34000000000003,1,3,2,2,7,Needs Attention
16759,8,3,789.79,40,2011-11-09 09:06:00,2011-12-02 12:42:00,263.2633333333333,370.94,24,5,4,3,12,Loyal Customers
16761,97,1,316.62,13,2011-09-04 11:15:00,2011-09-04 11:15:00,316.62,316.62,1,2,2,2,6,Inactive/Low Engagement
16762,20,3,1501.38,51,2011-07-18 12:52:00,2011-11-20 11:43:00,500.46000000000004,613.78,125,4,4,4,12,Champions
16763,199,1,611.85,23,2011-05-25 11:52:00,2011-05-25 11:52:00,611.85,611.85,1,1,2,3,6,Inactive/Low Engagement
16764,4,13,2799.25,209,2011-07-19 17:17:00,2011-12-06 11:41:00,215.32692307692307,355.77,140,5,5,5,15,Champions
16765,294,1,34.0,1,2011-02-18 15:41:00,2011-02-18 15:41:00,34.0,34.0,1,1,2,1,4,Inactive/Low Engagement
16766,273,2,1145.6,17,2011-03-11 13:34:00,2011-03-11 15:22:00,572.8,572.8,1,1,3,4,8,At-Risk High-Value
16767,31,11,5580.6,148,2011-01-27 13:38:00,2011-11-09 09:42:00,507.32727272727277,1866.02,286,4,5,5,14,Champions
16768,48,3,478.09000000000003,47,2011-03-13 10:25:00,2011-10-23 10:38:00,159.36333333333334,191.6,225,3,4,2,9,Needs Attention
16769,260,1,380.39,33,2011-03-24 13:41:00,2011-03-24 13:41:00,380.39,380.39,1,1,2,2,5,Inactive/Low Engagement
16770,58,5,770.1,116,2010-12-02 15:49:00,2011-10-13 12:21:00,154.02,269.3,315,3,4,3,10,Needs Attention
16771,33,5,2246.81,200,2011-01-05 13:57:00,2011-11-06 13:28:00,449.3620000000001,704.33,305,3,4,5,12,Needs Attention
16773,57,1,171.59,23,2011-10-13 14:37:00,2011-10-13 14:37:00,171.59,171.59,1,3,2,1,6,Needs Attention
16774,68,4,661.52,36,2011-06-14 12:45:00,2011-10-03 12:41:00,165.38,238.0,111,3,4,3,10,Needs Attention
16775,10,11,1695.66,84,2010-12-07 15:15:00,2011-11-29 15:22:00,154.15090909090907,231.9,358,5,5,4,14,Champions
16776,60,1,388.28,61,2011-10-10 13:04:00,2011-10-10 13:04:00,388.28,388.28,1,3,2,2,7,Needs Attention
16777,80,2,226.35,45,2011-03-27 14:34:00,2011-09-20 13:41:00,113.175,177.25,177,2,3,1,6,At Risk
16778,74,2,245.94,16,2011-03-10 15:21:00,2011-09-26 13:48:00,122.97,152.76,200,2,3,1,6,At Risk
16779,2,22,10629.720000000001,161,2010-12-08 09:56:00,2011-12-07 14:54:00,483.169090909091,891.5500000000001,365,5,5,5,15,Champions
16780,100,2,425.19,51,2011-03-25 17:34:00,2011-08-31 16:09:00,212.595,263.3,159,2,3,2,7,At Risk
16781,372,1,311.25,17,2010-12-02 14:26:00,2010-12-02 14:26:00,311.25,311.25,1,1,2,2,5,Inactive/Low Engagement
16782,10,13,2279.9,103,2010-12-09 11:28:00,2011-11-29 13:20:00,175.37692307692308,371.7,356,5,5,5,15,Champions
16784,20,1,107.6,3,2011-11-20 12:20:00,2011-11-20 12:20:00,107.6,107.6,1,4,2,1,7,New/Potential Customers
16788,123,2,597.48,138,2011-03-30 13:05:00,2011-08-08 14:53:00,298.74,300.31,132,2,3,3,8,At Risk
16789,8,1,80.8,5,2011-12-01 15:12:00,2011-12-01 15:12:00,80.8,80.8,1,5,2,1,8,New/Potential Customers
16790,4,6,1545.6200000000001,88,2011-11-02 11:23:00,2011-12-06 11:53:00,257.60333333333335,664.21,35,5,5,4,14,Champions
16791,29,7,1721.78,218,2011-01-11 15:42:00,2011-11-10 19:12:00,245.96857142857144,486.96,304,4,5,4,13,Champions
16792,282,2,110.38000000000001,11,2011-03-02 14:39:00,2011-03-02 14:41:00,55.190000000000005,100.43,1,1,3,1,5,At Risk
16793,57,1,243.84,16,2011-10-13 15:08:00,2011-10-13 15:08:00,243.84,243.84,1,3,2,1,6,Needs Attention
16794,1,10,1222.71,142,2011-06-12 14:15:00,2011-12-08 17:54:00,122.271,274.74,180,5,5,4,14,Champions
16795,365,1,414.88,64,2010-12-09 14:08:00,2010-12-09 14:08:00,414.88,414.88,1,1,2,2,5,Inactive/Low Engagement
16796,89,1,305.62,18,2011-09-11 14:01:00,2011-09-11 14:01:00,305.62,305.62,1,2,2,2,6,Inactive/Low Engagement
16800,11,1,1201.49,148,2011-11-28 14:06:00,2011-11-28 14:06:00,1201.49,1201.49,1,5,2,4,11,Recent High-Value
16801,163,4,1619.73,72,2011-03-11 13:56:00,2011-06-29 15:33:00,404.9325,751.9,111,2,4,4,10,At-Risk High-Value
16803,65,1,332.3,24,2011-10-05 14:28:00,2011-10-05 14:28:00,332.3,332.3,1,3,2,2,7,Needs Attention
16804,23,3,536.99,59,2011-03-14 15:48:00,2011-11-16 16:43:00,178.99666666666667,411.98,248,4,4,3,11,Loyal Customers
16805,174,2,460.59,94,2010-12-14 13:35:00,2011-06-19 11:23:00,230.29500000000002,245.82,187,2,3,2,7,At Risk
16806,103,4,801.49,68,2011-04-14 19:59:00,2011-08-28 15:27:00,200.3725,259.93,136,2,4,3,9,At Risk
16807,143,3,1121.59,57,2011-03-14 09:46:00,2011-07-20 12:00:00,373.8633333333334,469.76,129,2,4,4,10,At-Risk High-Value
16808,99,2,288.42,21,2011-03-10 19:05:00,2011-09-01 19:34:00,144.21,166.5,176,2,3,2,7,At Risk
16809,23,5,914.69,79,2011-03-22 15:20:00,2011-11-16 15:45:00,182.93800000000002,294.32,240,4,4,3,11,Loyal Customers
16810,192,1,309.54,15,2011-05-31 15:32:00,2011-05-31 15:32:00,309.54,309.54,1,1,2,2,5,Inactive/Low Engagement
16811,5,2,547.07,26,2011-11-22 17:19:00,2011-12-05 11:39:00,273.53499999999997,314.77,13,5,3,3,11,Loyal Customers
16812,361,1,479.35,15,2010-12-14 12:35:00,2010-12-14 12:35:00,479.35,479.35,1,1,2,2,5,Inactive/Low Engagement
16813,8,10,1692.98,248,2011-05-19 13:28:00,2011-12-01 14:03:00,169.298,247.44,197,5,5,4,14,Champions
16814,14,21,6509.1,122,2010-12-05 11:45:00,2011-11-25 13:27:00,309.95714285714286,644.13,356,4,5,5,14,Champions
16816,103,4,417.06,28,2010-12-16 17:01:00,2011-08-28 14:16:00,104.265,249.67000000000002,255,2,4,2,8,At Risk
16817,3,9,1604.75,73,2010-12-06 14:19:00,2011-12-07 11:03:00,178.30555555555554,244.20000000000002,366,5,5,4,14,Champions
16818,11,11,3349.57,172,2011-05-18 11:42:00,2011-11-29 10:41:00,304.50636363636363,693.34,195,5,5,5,15,Champions
16820,96,1,497.61,26,2011-09-05 12:06:00,2011-09-05 12:06:00,497.61,497.61,1,2,2,3,7,Inactive/Low Engagement
16823,227,1,358.38,34,2011-04-26 15:00:00,2011-04-26 15:00:00,358.38,358.38,1,1,2,2,5,Inactive/Low Engagement
16824,16,2,460.64,23,2011-06-28 13:36:00,2011-11-24 12:38:00,230.32,237.74,149,4,3,2,9,Loyal Customers
16825,39,2,775.1800000000001,27,2011-06-07 09:44:00,2011-11-01 11:51:00,387.59000000000003,456.48,148,3,3,3,9,Needs Attention
16826,51,1,341.7,22,2011-10-19 14:05:00,2011-10-19 14:05:00,341.7,341.7,1,3,2,2,7,Needs Attention
16828,93,2,128.5,8,2011-08-19 13:24:00,2011-09-07 15:10:00,64.25,113.5,20,2,3,1,6,At Risk
16829,157,1,197.22,11,2011-07-06 10:48:00,2011-07-06 10:48:00,197.22,197.22,1,2,2,1,5,Inactive/Low Engagement
16830,39,1,325.91,23,2011-11-01 11:35:00,2011-11-01 11:35:00,325.91,325.91,1,3,2,2,7,Needs Attention
16832,184,3,199.15,11,2011-05-06 14:12:00,2011-06-08 15:36:00,66.38333333333334,77.75,34,1,4,1,6,At Risk
16833,1,4,1106.53,46,2011-01-09 13:02:00,2011-12-08 14:39:00,276.6325,435.24,334,5,4,4,13,Champions
16834,228,1,413.46,24,2011-04-26 09:37:00,2011-04-26 09:37:00,413.46,413.46,1,1,2,2,5,Inactive/Low Engagement
16835,128,2,180.85,10,2010-12-01 17:15:00,2011-08-03 13:50:00,90.425,99.1,245,2,3,1,6,At Risk
16836,40,2,251.87,11,2011-08-15 12:38:00,2011-10-31 10:05:00,125.935,160.55,77,3,3,2,8,Needs Attention
16837,31,11,3170.98,123,2011-04-08 08:48:00,2011-11-08 14:27:00,288.2709090909091,737.7,215,4,5,5,14,Champions
16838,197,2,588.85,24,2011-02-24 15:01:00,2011-05-26 13:13:00,294.425,392.12,91,1,3,3,7,At Risk
16839,9,34,16594.35,114,2010-12-05 11:15:00,2011-12-01 09:03:00,488.06911764705876,987.9399999999999,361,5,5,5,15,Champions
16841,37,6,1869.82,101,2011-02-25 12:40:00,2011-11-03 11:51:00,311.63666666666666,319.12,251,3,5,4,12,Needs Attention
16842,101,3,1264.19,45,2011-02-10 14:51:00,2011-08-31 10:42:00,421.3966666666667,520.5699999999999,202,2,4,4,10,At-Risk High-Value
